CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Riker Lynch,20,8,Percent,39.0,18.4%,0.0%-99.8%,18.580320358276367,1.0,0.006675382173852995,5.263742423267104e-06,0.0,0.004252195358276367,0.0033368123695254326,Safe
Rumer Willis,20,8,Percent,40.0,18.9%,0.0%-99.8%,18.538715362548828,2.0,0.006675382173852995,5.263742423267104e-06,0.0,0.004252195358276367,0.0033368123695254326,Safe
Nastia Liukin,20,8,Percent,38.0,18.0%,0.0%-99.8%,17.88092613220215,3.0,0.006675382173852995,5.263742423267104e-06,0.0,0.004252195358276367,0.0033368123695254326,Safe
Robert Herjavec,20,8,Percent,31.0,14.7%,0.0%-22.3%,14.856921195983887,6.0,0.006675382173852995,5.263742423267104e-06,0.0,0.004252195358276367,0.0033368123695254326,Eliminated (Place 6)
Noah Galloway,20,8,Percent,31.5,14.9%,0.2%-100.0%,14.865303039550781,5.0,0.006675382173852995,5.263742423267104e-06,0.0,0.004252195358276367,0.0033368123695254326,Safe
Chris Soules,20,8,Percent,32.0,15.1%,0.0%-21.9%,15.277814865112305,4.0,0.006675382173852995,5.263742423267104e-06,0.0,0.004252195358276367,0.0033368123695254326,Eliminated (Place 5)
Riker Lynch,20,9,Percent,40.0,25.5%,0.0%-98.1%,26.423852920532227,1.0,0.07449714094400406,0.0009073782712221146,0.0,0.0013294219970703125,0.0009624287486076355,Safe
Rumer Willis,20,9,Percent,39.0,24.8%,0.6%-98.7%,24.522838592529297,3.0,0.07449714094400406,0.0009073782712221146,0.0,0.0013294219970703125,0.0009624287486076355,Safe
Nastia Liukin,20,9,Percent,40.0,25.5%,0.0%-24.5%,26.222244262695312,2.0,0.07449714094400406,0.0009073782712221146,0.0,0.0013294219970703125,0.0009624287486076355,Eliminated (Place 4)
Noah Galloway,20,9,Percent,38.0,24.2%,1.3%-99.4%,22.8310604095459,4.0,0.07449714094400406,0.0009073782712221146,0.0,0.0013294219970703125,0.0009624287486076355,Safe
Riker Lynch,20,10,Percent,40.0,34.5%,0.0%-50.0%,33.35222625732422,1.0,3.3055548556149004e-07,0.0,0.0,2.980232238769531e-07,5.422043614089489e-08,Eliminated (Place 2)
Rumer Willis,20,10,Percent,40.0,34.5%,32.2%-100.0%,33.35222625732422,1.0,3.3055548556149004e-07,0.0,0.0,2.980232238769531e-07,5.422043614089489e-08,Safe
Noah Galloway,20,10,Percent,36.0,31.0%,0.0%-51.7%,33.2955436706543,2.0,3.3055548556149004e-07,0.0,0.0,2.980232238769531e-07,5.422043614089489e-08,Eliminated (Place 3)
Gary Busey,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.828108310699463,5.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Alexa PenaVega,21,1,Percent,22.0,8.8%,0.0%-100.0%,8.947004318237305,3.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Carlos PenaVega,21,1,Percent,23.0,9.2%,0.0%-100.0%,9.490938186645508,2.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Victor Espinoza,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.828108310699463,5.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Alek Skarlatos,21,1,Percent,22.0,8.8%,0.0%-100.0%,8.947004318237305,3.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Chaka Khan,21,1,Percent,13.0,5.2%,0.0%-100.0%,4.879633903503418,6.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Andy Grammer,21,1,Percent,21.0,8.4%,0.0%-100.0%,8.477767944335938,4.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Tamar Braxton,21,1,Percent,23.0,9.2%,0.0%-100.0%,9.490938186645508,2.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Withdrew
Nick Carter,21,1,Percent,24.0,9.6%,0.0%-100.0%,9.711809158325195,1.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Hayes Grier,21,1,Percent,21.0,8.4%,0.0%-100.0%,8.477767944335938,4.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Bindi Irwin,21,1,Percent,24.0,9.6%,0.0%-100.0%,9.711809158325195,1.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Kim Zolciak-Biermann,21,1,Percent,12.0,4.8%,0.0%-100.0%,4.381002426147461,7.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Withdrew
Paula Deen,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.828108310699463,5.0,0.016808563470840452,0.0,0.0,0.0006281733512878418,0.02696731686592102,Safe
Gary Busey,21,2,Percent,16.5,6.1%,0.7%-100.0%,6.151763439178467,9.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Alexa PenaVega,21,2,Percent,23.0,8.5%,0.0%-99.3%,8.488781929016113,3.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Carlos PenaVega,21,2,Percent,22.5,8.3%,0.0%-99.3%,8.302675247192383,4.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Victor Espinoza,21,2,Percent,18.5,6.8%,0.0%-11.0%,6.845497131347656,8.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Eliminated (Place 12)
Alek Skarlatos,21,2,Percent,22.5,8.3%,0.0%-99.3%,8.302675247192383,4.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Chaka Khan,21,2,Percent,15.0,5.5%,0.0%-12.2%,5.612675666809082,10.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Eliminated (Place 13)
Andy Grammer,21,2,Percent,22.0,8.1%,0.0%-99.3%,8.115156173706055,5.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Tamar Braxton,21,2,Percent,24.5,9.1%,0.0%-99.3%,9.013944625854492,1.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Withdrew
Nick Carter,21,2,Percent,22.5,8.3%,0.0%-99.3%,8.302675247192383,4.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Hayes Grier,21,2,Percent,22.5,8.3%,0.0%-99.3%,8.302675247192383,4.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Bindi Irwin,21,2,Percent,24.0,8.9%,0.0%-99.3%,8.832765579223633,2.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Kim Zolciak-Biermann,21,2,Percent,18.5,6.8%,0.0%-99.3%,6.869576930999756,6.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Withdrew
Paula Deen,21,2,Percent,18.5,6.8%,0.0%-99.3%,6.859143257141113,7.0,0.0055302215856499965,1.1409956641728058e-05,0.0,2.288818359375e-05,0.0076575614511966705,Safe
Gary Busey,21,3,Percent,25.0,8.2%,0.0%-100.0%,9.28923511505127,7.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Alexa PenaVega,21,3,Percent,36.0,11.8%,0.0%-100.0%,10.711341857910156,1.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Carlos PenaVega,21,3,Percent,31.0,10.2%,0.0%-100.0%,10.064814567565918,4.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Alek Skarlatos,21,3,Percent,33.0,10.8%,0.0%-100.0%,10.322925567626953,2.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Andy Grammer,21,3,Percent,29.0,9.5%,0.0%-100.0%,9.805851936340332,6.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Tamar Braxton,21,3,Percent,33.0,10.8%,0.0%-100.0%,10.322925567626953,2.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Withdrew
Nick Carter,21,3,Percent,36.0,11.8%,0.0%-100.0%,10.711341857910156,1.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Hayes Grier,21,3,Percent,30.0,9.8%,0.0%-100.0%,9.940316200256348,5.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Bindi Irwin,21,3,Percent,32.0,10.5%,0.0%-100.0%,10.193686485290527,3.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Paula Deen,21,3,Percent,20.0,6.6%,0.0%-100.0%,8.637554168701172,8.0,0.0008570156060159206,0.0,0.0,5.245208740234375e-06,0.0014196173287928104,Safe
Gary Busey,21,4,Percent,16.0,6.8%,0.0%-14.2%,4.605720520019531,8.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Eliminated (Place 10)
Alexa PenaVega,21,4,Percent,21.0,8.9%,0.0%-100.0%,8.246532440185547,6.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Safe
Carlos PenaVega,21,4,Percent,25.0,10.6%,0.0%-100.0%,10.943694114685059,3.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Safe
Alek Skarlatos,21,4,Percent,24.0,10.2%,0.0%-100.0%,10.228880882263184,4.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Safe
Andy Grammer,21,4,Percent,23.0,9.7%,0.0%-100.0%,9.594067573547363,5.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Safe
Tamar Braxton,21,4,Percent,27.0,11.4%,0.0%-100.0%,12.414144515991211,2.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Withdrew
Nick Carter,21,4,Percent,27.0,11.4%,0.0%-100.0%,12.414144515991211,2.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Safe
Hayes Grier,21,4,Percent,27.0,11.4%,0.0%-100.0%,12.414144515991211,2.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Safe
Bindi Irwin,21,4,Percent,28.0,11.9%,0.0%-100.0%,12.943337440490723,1.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Safe
Paula Deen,21,4,Percent,18.0,7.6%,0.0%-100.0%,6.195344924926758,7.0,0.01941235781713857,0.0,1.5129668184954426e-08,0.00032001733779907227,0.03182051703333855,Safe
Alexa PenaVega,21,5,Percent,40.0,13.3%,0.0%-100.0%,14.023789405822754,1.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Safe
Carlos PenaVega,21,5,Percent,39.0,13.0%,0.0%-100.0%,13.566686630249023,2.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Safe
Alek Skarlatos,21,5,Percent,29.0,9.6%,0.0%-100.0%,9.149863243103027,7.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Safe
Andy Grammer,21,5,Percent,36.0,12.0%,0.0%-100.0%,12.259156227111816,4.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Safe
Tamar Braxton,21,5,Percent,29.0,9.6%,0.0%-100.0%,9.149863243103027,7.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Withdrew
Nick Carter,21,5,Percent,35.0,11.6%,0.0%-100.0%,11.820256233215332,5.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Safe
Hayes Grier,21,5,Percent,30.0,10.0%,0.0%-100.0%,9.58475112915039,6.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Safe
Bindi Irwin,21,5,Percent,37.0,12.3%,0.0%-100.0%,12.666159629821777,3.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Safe
Paula Deen,21,5,Percent,26.0,8.6%,0.0%-100.0%,7.779476165771484,8.0,0.008118029870092868,0.0,0.0,2.7477741241455078e-05,0.01348425354808569,Safe
Alexa PenaVega,21,6,Percent,30.0,9.6%,0.0%-100.0%,8.732434272766113,5.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Safe
Carlos PenaVega,21,6,Percent,38.0,12.1%,0.0%-100.0%,12.664204597473145,3.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Safe
Alek Skarlatos,21,6,Percent,30.0,9.6%,0.0%-100.0%,8.732434272766113,5.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Safe
Andy Grammer,21,6,Percent,40.0,12.8%,0.0%-100.0%,13.823932647705078,1.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Safe
Tamar Braxton,21,6,Percent,40.0,12.8%,0.0%-100.0%,13.823932647705078,1.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Withdrew
Nick Carter,21,6,Percent,39.0,12.5%,0.0%-100.0%,13.14796257019043,2.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Safe
Hayes Grier,21,6,Percent,32.0,10.2%,0.0%-100.0%,9.742765426635742,4.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Safe
Bindi Irwin,21,6,Percent,40.0,12.8%,0.0%-100.0%,13.823932647705078,1.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Safe
Paula Deen,21,6,Percent,24.0,7.7%,0.0%-15.7%,5.508408069610596,6.0,0.016562434285879134,0.0,0.0,0.00033211708068847656,0.027050528675317764,Eliminated (Place 9)
Alexa PenaVega,21,7,Percent,27.5,12.4%,0.2%-98.9%,12.248581886291504,4.0,0.05358695425093174,0.00042416586074978113,0.0,0.012310266494750977,0.012239031493663788,Safe
Carlos PenaVega,21,7,Percent,28.0,12.7%,0.0%-98.6%,13.798210144042969,2.0,0.05358695425093174,0.00042416586074978113,0.0,0.012310266494750977,0.012239031493663788,Safe
Alek Skarlatos,21,7,Percent,26.5,12.0%,0.7%-99.3%,9.105114936828613,7.0,0.05358695425093174,0.00042416586074978113,0.0,0.012310266494750977,0.012239031493663788,Safe
Andy Grammer,21,7,Percent,28.0,12.7%,0.0%-98.6%,13.798210144042969,2.0,0.05358695425093174,0.00042416586074978113,0.0,0.012310266494750977,0.012239031493663788,Safe
Tamar Braxton,21,7,Percent,27.0,12.2%,0.0%-98.6%,10.377129554748535,6.0,0.05358695425093174,0.00042416586074978113,0.0,0.012310266494750977,0.012239031493663788,Withdrew
Nick Carter,21,7,Percent,27.0,12.2%,0.5%-99.1%,10.758316040039062,5.0,0.05358695425093174,0.00042416586074978113,0.0,0.012310266494750977,0.012239031493663788,Safe
Hayes Grier,21,7,Percent,28.0,12.7%,0.0%-14.2%,12.766805648803711,3.0,0.05358695425093174,0.00042416586074978113,0.0,0.012310266494750977,0.012239031493663788,Eliminated (Place 8)
Bindi Irwin,21,7,Percent,29.0,13.1%,0.0%-98.6%,17.147634506225586,1.0,0.05358695425093174,0.00042416586074978113,0.0,0.012310266494750977,0.012239031493663788,Safe
Alexa PenaVega,21,8,Percent,26.9998,13.9%,0.0%-100.0%,13.903909683227539,4.0,0.0022082839161157606,0.0,0.0,6.616115570068359e-06,0.0036694463342428207,Safe
Carlos PenaVega,21,8,Percent,28.9998,14.9%,0.0%-100.0%,14.995309829711914,2.0,0.0022082839161157606,0.0,0.0,6.616115570068359e-06,0.0036694463342428207,Safe
Alek Skarlatos,21,8,Percent,25.0,12.9%,0.0%-100.0%,12.782856941223145,5.0,0.0022082839161157606,0.0,0.0,6.616115570068359e-06,0.0036694463342428207,Safe
Andy Grammer,21,8,Percent,23.9998,12.4%,0.0%-18.6%,12.22848892211914,6.0,0.0022082839161157606,0.0,0.0,6.616115570068359e-06,0.0036694463342428207,Eliminated (Place 7)
Tamar Braxton,21,8,Percent,28.0,14.4%,0.0%-100.0%,14.442521095275879,3.0,0.0022082839161157606,0.0,0.0,6.616115570068359e-06,0.0036694463342428207,Withdrew
Nick Carter,21,8,Percent,33.0,17.0%,0.0%-100.0%,17.204389572143555,1.0,0.0022082839161157606,0.0,0.0,6.616115570068359e-06,0.0036694463342428207,Safe
Bindi Irwin,21,8,Percent,28.0,14.4%,0.0%-100.0%,14.442521095275879,3.0,0.0022082839161157606,0.0,0.0,6.616115570068359e-06,0.0036694463342428207,Safe
Alexa PenaVega,21,9,Percent,30.0,18.2%,0.0%-18.8%,18.15046501159668,2.0,0.19516697637736796,0.0011902520200237632,0.0,0.09266048669815063,0.012143880128860474,Eliminated (Place 6)
Carlos PenaVega,21,9,Percent,27.0,16.4%,1.8%-95.7%,16.883522033691406,4.0,0.19516697637736796,0.0011902520200237632,0.0,0.09266048669815063,0.012143880128860474,Safe
Alek Skarlatos,21,9,Percent,25.5,15.5%,2.7%-96.7%,15.117912292480469,5.0,0.19516697637736796,0.0011902520200237632,0.0,0.09266048669815063,0.012143880128860474,Safe
Tamar Braxton,21,9,Percent,24.5,14.9%,0.0%-93.9%,11.061798095703125,6.0,0.19516697637736796,0.0011902520200237632,0.0,0.09266048669815063,0.012143880128860474,Withdrew
Nick Carter,21,9,Percent,27.5,16.7%,1.5%-95.4%,17.48235321044922,3.0,0.19516697637736796,0.0011902520200237632,0.0,0.09266048669815063,0.012143880128860474,Safe
Bindi Irwin,21,9,Percent,30.0,18.2%,0.0%-93.9%,21.303953170776367,1.0,0.19516697637736796,0.0011902520200237632,0.0,0.09266048669815063,0.012143880128860474,Safe
Carlos PenaVega,21,10,Percent,31.5,26.6%,0.0%-100.0%,28.65428352355957,1.0,0.004001190140843392,0.0,0.0,3.0994415283203125e-06,0.006663484498858452,Safe
Alek Skarlatos,21,10,Percent,28.5,24.1%,0.0%-100.0%,22.821109771728516,2.0,0.004001190140843392,0.0,0.0,3.0994415283203125e-06,0.006663484498858452,Safe
Nick Carter,21,10,Percent,27.0,22.8%,0.0%-100.0%,19.87032699584961,3.0,0.004001190140843392,0.0,0.0,3.0994415283203125e-06,0.006663484498858452,Safe
Bindi Irwin,21,10,Percent,31.5,26.6%,0.0%-100.0%,28.65428352355957,1.0,0.004001190140843392,0.0,0.0,3.0994415283203125e-06,0.006663484498858452,Safe
Carlos PenaVega,21,11,Percent,30.0,25.4%,0.0%-50.0%,28.32095718383789,1.0,0.010701915666140848,5.670456175721483e-07,0.0,2.187490463256836e-05,0.01772446185350418,Eliminated (Place 4)
Alek Skarlatos,21,11,Percent,27.999899999999997,23.7%,0.0%-50.8%,15.129348754882812,3.0,0.010701915666140848,5.670456175721483e-07,0.0,2.187490463256836e-05,0.01772446185350418,Eliminated (Place 3)
Nick Carter,21,11,Percent,30.0,25.4%,0.0%-50.0%,28.32095718383789,1.0,0.010701915666140848,5.670456175721483e-07,0.0,2.187490463256836e-05,0.01772446185350418,Eliminated (Place 2)
Bindi Irwin,21,11,Percent,30.0,25.4%,24.6%-100.0%,28.22873306274414,2.0,0.010701915666140848,5.670456175721483e-07,0.0,2.187490463256836e-05,0.01772446185350418,Safe
Mischa Barton,22,1,Percent,16.0,6.8%,0.0%-100.0%,6.5288872718811035,4.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Kim Fields,22,1,Percent,20.0,8.4%,0.0%-100.0%,8.493788719177246,3.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Jodie Sweetin,22,1,Percent,20.0,8.4%,0.0%-100.0%,8.493788719177246,3.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Doug Flutie,22,1,Percent,15.0,6.3%,0.0%-100.0%,5.892228126525879,5.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Von Miller,22,1,Percent,21.0,8.9%,0.0%-100.0%,9.14677906036377,2.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Antonio Brown,22,1,Percent,21.0,8.9%,0.0%-100.0%,9.14677906036377,2.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Paige VanZant,22,1,Percent,21.0,8.9%,0.0%-100.0%,9.14677906036377,2.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Geraldo Rivera,22,1,Percent,13.0,5.5%,0.0%-100.0%,5.242049217224121,6.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Nyle DiMarco,22,1,Percent,23.0,9.7%,0.0%-100.0%,9.587383270263672,1.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Ginger Zee,22,1,Percent,23.0,9.7%,0.0%-100.0%,9.587383270263672,1.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Wanya Morris,22,1,Percent,23.0,9.7%,0.0%-100.0%,9.587383270263672,1.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Marla Maples,22,1,Percent,21.0,8.9%,0.0%-100.0%,9.14677906036377,2.0,0.01732441633939743,0.0,0.0,0.009151935577392578,0.013620801270008087,Safe
Mischa Barton,22,2,Percent,15.0,6.4%,0.0%-100.0%,5.971627712249756,5.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Kim Fields,22,2,Percent,19.0,8.1%,0.0%-100.0%,8.000904083251953,4.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Jodie Sweetin,22,2,Percent,21.0,8.9%,0.0%-100.0%,8.995360374450684,2.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Doug Flutie,22,2,Percent,20.0,8.5%,0.0%-100.0%,8.511642456054688,3.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Von Miller,22,2,Percent,20.0,8.5%,0.0%-100.0%,8.511642456054688,3.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Antonio Brown,22,2,Percent,19.0,8.1%,0.0%-100.0%,8.000904083251953,4.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Paige VanZant,22,2,Percent,24.0,10.2%,0.0%-100.0%,10.496521949768066,1.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Geraldo Rivera,22,2,Percent,13.0,5.5%,0.0%-11.2%,4.996220588684082,6.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Eliminated (Place 12)
Nyle DiMarco,22,2,Percent,20.0,8.5%,0.0%-100.0%,8.511642456054688,3.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Ginger Zee,22,2,Percent,21.0,8.9%,0.0%-100.0%,8.995360374450684,2.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Wanya Morris,22,2,Percent,24.0,10.2%,0.0%-100.0%,10.496521949768066,1.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Marla Maples,22,2,Percent,20.0,8.5%,0.0%-100.0%,8.511642456054688,3.0,0.008378910645842551,0.0,0.0,2.3484230041503906e-05,0.013925710693001747,Safe
Mischa Barton,22,3,Percent,18.0,7.6%,0.0%-10.6%,4.6561384201049805,7.0,0.017328933998942374,0.0,0.0,0.00038117170333862305,0.02824627049267292,Eliminated (Place 11)
