CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
Nick Carter,21,7,Percent,27.0,12.2%,0.5%-99.1%,10.982562065124512,6.0,0.14077795362100007,0.00037026344216428697,0.0,0.007806897163391113,0.008732682093977928,0.4905518591403961,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Hayes Grier,21,7,Percent,28.0,12.7%,0.0%-14.2%,12.910040855407715,4.0,0.14077795362100007,0.00037026344216428697,0.0,0.007806897163391113,0.008732682093977928,0.4905518591403961,Eliminated (Place 8),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,7,Percent,29.0,13.1%,0.0%-98.6%,16.307823181152344,1.0,0.14077795362100007,0.00037026344216428697,0.0,0.007806897163391113,0.008732682093977928,0.4905518591403961,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,8,Percent,26.9998,13.9%,0.0%-100.0%,12.653599739074707,5.0,0.07201095223426819,0.0,0.0,0.0018290281295776367,0.03889600932598114,0.23422159254550934,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,8,Percent,28.9998,14.9%,0.0%-100.0%,17.055837631225586,2.0,0.07201095223426819,0.0,0.0,0.0018290281295776367,0.03889600932598114,0.23422159254550934,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,8,Percent,25.0,12.9%,0.0%-100.0%,9.503751754760742,6.0,0.07201095223426819,0.0,0.0,0.0018290281295776367,0.03889600932598114,0.23422159254550934,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Andy Grammer,21,8,Percent,23.9998,12.4%,0.0%-18.6%,7.541968822479248,7.0,0.07201095223426819,0.0,0.0,0.0018290281295776367,0.03889600932598114,0.23422159254550934,Eliminated (Place 7),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,8,Percent,28.0,14.4%,0.0%-100.0%,14.493619918823242,4.0,0.07201095223426819,0.0,0.0,0.0018290281295776367,0.03889600932598114,0.23422159254550934,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,8,Percent,33.0,17.0%,0.0%-100.0%,23.591236114501953,1.0,0.07201095223426819,0.0,0.0,0.0018290281295776367,0.03889600932598114,0.23422159254550934,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,8,Percent,28.0,14.4%,0.0%-100.0%,15.15998363494873,3.0,0.07201095223426819,0.0,0.0,0.0018290281295776367,0.03889600932598114,0.23422159254550934,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,9,Percent,30.0,18.2%,0.0%-18.8%,17.308122634887695,2.0,0.2168957085348666,0.0006386989261955023,0.0,0.01033782958984375,0.0004110499285161495,0.7760766744613647,Eliminated (Place 6),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,9,Percent,27.0,16.4%,1.8%-95.7%,16.643901824951172,4.0,0.2168957085348666,0.0006386989261955023,0.0,0.01033782958984375,0.0004110499285161495,0.7760766744613647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,9,Percent,25.5,15.5%,2.7%-96.7%,16.13706398010254,5.0,0.2168957085348666,0.0006386989261955023,0.0,0.01033782958984375,0.0004110499285161495,0.7760766744613647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,9,Percent,24.5,14.9%,0.0%-93.9%,15.729266166687012,6.0,0.2168957085348666,0.0006386989261955023,0.0,0.01033782958984375,0.0004110499285161495,0.7760766744613647,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,9,Percent,27.5,16.7%,1.5%-95.4%,16.803909301757812,3.0,0.2168957085348666,0.0006386989261955023,0.0,0.01033782958984375,0.0004110499285161495,0.7760766744613647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,9,Percent,30.0,18.2%,0.0%-93.9%,17.37774085998535,1.0,0.2168957085348666,0.0006386989261955023,0.0,0.01033782958984375,0.0004110499285161495,0.7760766744613647,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,10,Percent,31.5,26.6%,0.0%-100.0%,30.8690185546875,1.0,0.054176085442304615,0.0,0.0,0.00019788742065429688,0.01798957958817482,0.2159222513437271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,10,Percent,28.5,24.1%,0.0%-100.0%,21.657974243164062,2.0,0.054176085442304615,0.0,0.0,0.00019788742065429688,0.01798957958817482,0.2159222513437271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,10,Percent,27.0,22.8%,0.0%-100.0%,16.60398292541504,3.0,0.054176085442304615,0.0,0.0,0.00019788742065429688,0.01798957958817482,0.2159222513437271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,10,Percent,31.5,26.6%,0.0%-100.0%,30.8690185546875,1.0,0.054176085442304615,0.0,0.0,0.00019788742065429688,0.01798957958817482,0.2159222513437271,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,11,Percent,30.0,25.4%,0.0%-50.0%,27.469106674194336,1.0,0.10937880575656891,0.0,0.0,0.0,0.009435638785362244,0.5185871124267578,Eliminated (Place 4),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,11,Percent,27.999899999999997,23.7%,0.0%-50.8%,17.592681884765625,2.0,0.10937880575656891,0.0,0.0,0.0,0.009435638785362244,0.5185871124267578,Eliminated (Place 3),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,11,Percent,30.0,25.4%,0.0%-50.0%,27.469106674194336,1.0,0.10937880575656891,0.0,0.0,0.0,0.009435638785362244,0.5185871124267578,Eliminated (Place 2),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,11,Percent,30.0,25.4%,24.6%-100.0%,27.469106674194336,1.0,0.10937880575656891,0.0,0.0,0.0,0.009435638785362244,0.5185871124267578,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mischa Barton,22,1,Percent,16.0,6.8%,0.0%-100.0%,5.488109588623047,5.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kim Fields,22,1,Percent,20.0,8.4%,0.0%-100.0%,8.273200988769531,4.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jodie Sweetin,22,1,Percent,20.0,8.4%,0.0%-100.0%,8.273200988769531,4.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Doug Flutie,22,1,Percent,15.0,6.3%,0.0%-100.0%,4.714069366455078,6.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Von Miller,22,1,Percent,21.0,8.9%,0.0%-100.0%,9.203818321228027,3.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Antonio Brown,22,1,Percent,21.0,8.9%,0.0%-100.0%,9.203818321228027,3.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paige VanZant,22,1,Percent,21.0,8.9%,0.0%-100.0%,9.203818321228027,3.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Geraldo Rivera,22,1,Percent,13.0,5.5%,0.0%-100.0%,3.2951626777648926,7.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nyle DiMarco,22,1,Percent,23.0,9.7%,0.0%-100.0%,10.968368530273438,1.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ginger Zee,22,1,Percent,23.0,9.7%,0.0%-100.0%,10.968368530273438,1.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Wanya Morris,22,1,Percent,23.0,9.7%,0.0%-100.0%,10.968368530273438,1.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marla Maples,22,1,Percent,21.0,8.9%,0.0%-100.0%,9.439702987670898,2.0,0.12239789962768555,0.0,0.0,0.0017899870872497559,0.03897920250892639,0.4861019551753998,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mischa Barton,22,2,Percent,15.0,6.4%,0.0%-100.0%,4.563044548034668,10.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kim Fields,22,2,Percent,19.0,8.1%,0.0%-100.0%,7.460269451141357,9.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jodie Sweetin,22,2,Percent,21.0,8.9%,0.0%-100.0%,9.656579971313477,3.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Doug Flutie,22,2,Percent,20.0,8.5%,0.0%-100.0%,8.556238174438477,6.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Von Miller,22,2,Percent,20.0,8.5%,0.0%-100.0%,8.556238174438477,6.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Antonio Brown,22,2,Percent,19.0,8.1%,0.0%-100.0%,7.582057476043701,8.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paige VanZant,22,2,Percent,24.0,10.2%,0.0%-100.0%,11.896163940429688,2.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Geraldo Rivera,22,2,Percent,13.0,5.5%,0.0%-11.2%,3.057112455368042,11.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Eliminated (Place 12),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nyle DiMarco,22,2,Percent,20.0,8.5%,0.0%-100.0%,8.375734329223633,7.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ginger Zee,22,2,Percent,21.0,8.9%,0.0%-100.0%,9.533856391906738,4.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Wanya Morris,22,2,Percent,24.0,10.2%,0.0%-100.0%,12.025850296020508,1.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marla Maples,22,2,Percent,20.0,8.5%,0.0%-100.0%,8.73685073852539,5.0,0.1217658631503582,0.0,0.0,0.002372920513153076,0.03964440897107124,0.4780314862728119,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mischa Barton,22,3,Percent,18.0,7.6%,0.0%-10.6%,3.8153176307678223,9.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Eliminated (Place 11),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kim Fields,22,3,Percent,22.0,9.3%,0.0%-100.0%,9.791720390319824,5.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jodie Sweetin,22,3,Percent,23.0,9.7%,0.0%-100.0%,11.220881462097168,4.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Doug Flutie,22,3,Percent,20.0,8.4%,0.0%-100.0%,6.625856399536133,8.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Von Miller,22,3,Percent,20.0,8.4%,0.0%-100.0%,6.625856399536133,8.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Antonio Brown,22,3,Percent,20.0,8.4%,0.0%-100.0%,6.625856399536133,8.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paige VanZant,22,3,Percent,23.0,9.7%,0.0%-100.0%,11.417757034301758,3.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nyle DiMarco,22,3,Percent,25.0,10.5%,0.0%-100.0%,14.407550811767578,1.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ginger Zee,22,3,Percent,21.0,8.9%,0.0%-100.0%,8.386588096618652,6.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Wanya Morris,22,3,Percent,24.0,10.1%,0.0%-100.0%,12.88584041595459,2.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marla Maples,22,3,Percent,21.0,8.9%,0.0%-100.0%,8.19677734375,7.0,0.10289324969053268,0.0,0.0,0.0004712343215942383,0.0442473366856575,0.3793680667877197,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kim Fields,22,4,Percent,32.0,10.0%,0.0%-98.4%,9.986491203308105,6.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jodie Sweetin,22,4,Percent,27.0,8.5%,0.3%-98.7%,6.520319938659668,9.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Doug Flutie,22,4,Percent,24.0,7.5%,1.3%-99.7%,4.854438781738281,10.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Von Miller,22,4,Percent,32.0,10.0%,0.0%-98.4%,9.793091773986816,7.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Antonio Brown,22,4,Percent,35.0,11.0%,0.0%-98.4%,12.292584419250488,3.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paige VanZant,22,4,Percent,36.0,11.3%,0.0%-98.4%,13.262369155883789,1.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nyle DiMarco,22,4,Percent,34.0,10.7%,0.0%-98.4%,11.33399486541748,5.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ginger Zee,22,4,Percent,36.0,11.3%,0.0%-98.4%,13.066141128540039,2.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Wanya Morris,22,4,Percent,35.0,11.0%,0.0%-98.4%,12.100447654724121,4.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marla Maples,22,4,Percent,28.0,8.8%,0.0%-11.2%,6.790125370025635,8.0,0.11566430481616408,0.00011682004696922377,0.0,0.0042601823806762695,0.03372524306178093,0.40911686420440674,Eliminated (Place 10),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kim Fields,22,5,Percent,28.0,10.1%,0.0%-100.0%,8.03770923614502,7.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jodie Sweetin,22,5,Percent,35.0,12.7%,0.0%-100.0%,16.072128295898438,2.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Doug Flutie,22,5,Percent,28.0,10.1%,0.0%-100.0%,7.680241584777832,8.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Von Miller,22,5,Percent,29.0,10.5%,0.0%-100.0%,9.222390174865723,6.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Antonio Brown,22,5,Percent,26.0,9.4%,0.0%-100.0%,5.6099629402160645,9.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paige VanZant,22,5,Percent,31.0,11.2%,0.0%-100.0%,11.632332801818848,4.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nyle DiMarco,22,5,Percent,37.0,13.4%,0.0%-100.0%,18.447145462036133,1.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ginger Zee,22,5,Percent,32.0,11.6%,0.0%-100.0%,12.880752563476562,3.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Wanya Morris,22,5,Percent,30.0,10.9%,0.0%-100.0%,10.417328834533691,5.0,0.08654494097008865,0.0,3.1961012609826867e-06,0.0006920695304870605,0.04402243345975876,0.2971650958061218,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kim Fields,22,6,Percent,24.0,10.6%,0.0%-100.0%,9.306960105895996,6.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jodie Sweetin,22,6,Percent,25.0,11.0%,0.0%-100.0%,10.777105331420898,5.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Doug Flutie,22,6,Percent,21.0,9.3%,0.0%-13.0%,4.678155422210693,9.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Eliminated (Place 9),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Von Miller,22,6,Percent,24.0,10.6%,0.0%-100.0%,8.67420768737793,8.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Antonio Brown,22,6,Percent,27.0,11.9%,0.0%-100.0%,13.8672513961792,3.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paige VanZant,22,6,Percent,28.0,12.3%,0.0%-100.0%,15.474198341369629,2.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nyle DiMarco,22,6,Percent,25.0,11.0%,0.0%-100.0%,11.098499298095703,4.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ginger Zee,22,6,Percent,24.0,10.6%,0.0%-100.0%,8.991304397583008,7.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Wanya Morris,22,6,Percent,29.0,12.8%,0.0%-100.0%,17.132312774658203,1.0,0.09227889925241471,0.0,0.0,0.0020459890365600586,0.04113166779279709,0.32776954770088196,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
