CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Loss_Trend,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_zeta_trend,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma,Percent_Predict,Rank_predict
Kellie Pickler,16,8,Percent,27.5,17.7%,21.2%-45.3%,27.1,2.0,2.26455704607406,0.0,4.514183729042998e-06,0.1669474244117736,0.1150346249341964,0.0846669226884841,0.1230099201202392,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sean Lowe,16,8,Percent,21.0,13.5%,0.5%-12.3%,4.49,6.0,2.26455704607406,0.0,4.514183729042998e-06,0.1669474244117736,0.1150346249341964,0.0846669226884841,0.1230099201202392,Eliminated (Place 6),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Ingo Rademacher,16,9,Percent,25.5,18.1%,0.4%-12.4%,4.31,5.0,3.083181425929069,0.0,0.0,0.2839345932006836,0.0919370278716087,0.0719923824071884,0.1702378392219543,Eliminated (Place 5),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Zendaya,16,9,Percent,27.5,19.5%,11.5%-36.5%,22.41,3.0,3.083181425929069,0.0,0.0,0.2839345932006836,0.0919370278716087,0.0719923824071884,0.1702378392219543,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alexandra Raisman,16,9,Percent,29.5,20.9%,2.2%-25.5%,15.9,4.0,3.083181425929069,0.0,0.0,0.2839345932006836,0.0919370278716087,0.0719923824071884,0.1702378392219543,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jacoby Jones,16,9,Percent,29.5,20.9%,9.6%-36.0%,25.18,2.0,3.083181425929069,0.0,0.0,0.2839345932006836,0.0919370278716087,0.0719923824071884,0.1702378392219543,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Kellie Pickler,16,9,Percent,29.0,20.6%,23.2%-51.4%,32.19,1.0,3.083181425929069,0.0,0.0,0.2839345932006836,0.0919370278716087,0.0719923824071884,0.1702378392219543,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Zendaya,16,10,Percent,30.0,25.6%,30.5%-44.2%,34.61,2.0,1.428661048412323,0.0,0.0,0.1789851188659668,0.0848823338747024,0.0502364858984947,0.0232892632484436,Eliminated (Place 2),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Alexandra Raisman,16,10,Percent,29.0,24.8%,1.1%-19.8%,9.66,4.0,1.428661048412323,0.0,0.0,0.1789851188659668,0.0848823338747024,0.0502364858984947,0.0232892632484436,Eliminated (Place 4),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jacoby Jones,16,10,Percent,27.9999,23.9%,1.9%-20.1%,14.94,3.0,1.428661048412323,0.0,0.0,0.1789851188659668,0.0848823338747024,0.0502364858984947,0.0232892632484436,Eliminated (Place 3),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Kellie Pickler,16,10,Percent,30.0,25.6%,34.9%-52.4%,40.78,1.0,1.428661048412323,0.0,0.0,0.1789851188659668,0.0848823338747024,0.0502364858984947,0.0232892632484436,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
William Levy,14,1,Percent,24.0,8.9%,9.9%-47.3%,20.06,1.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jack Wagner,14,1,Percent,23.0,8.5%,2.6%-32.2%,15.3,2.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sherri Sheperd,14,1,Percent,23.0,8.5%,1.9%-41.2%,12.3,3.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jaleel White,14,1,Percent,26.0,9.6%,1.5%-23.6%,9.95,5.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Roshon Fegan,14,1,Percent,23.0,8.5%,0.5%-15.8%,4.14,9.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Melissa Gilbert,14,1,Percent,20.0,7.4%,0.4%-15.2%,3.63,10.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Martina Navratilova,14,1,Percent,20.0,7.4%,0.2%-12.6%,1.69,11.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Donald Driver,14,1,Percent,21.0,7.8%,0.1%-11.3%,0.99,12.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gavin DeGraw,14,1,Percent,20.0,7.4%,0.7%-17.3%,5.45,8.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gladys Knight,14,1,Percent,23.0,8.5%,1.2%-22.0%,8.48,6.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Katherine Jenkins,14,1,Percent,26.0,9.6%,1.7%-25.3%,11.18,4.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Maria Menounos,14,1,Percent,21.0,7.8%,0.9%-19.3%,6.83,7.0,4.27704581618309,0.0,0.0,0.3696858882904053,0.1781694144010543,0.2264220863580703,0.1666556000709533,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
William Levy,14,2,Percent,25.0,9.3%,10.7%-54.6%,20.72,1.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jack Wagner,14,2,Percent,21.0,7.8%,2.2%-31.0%,13.77,2.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sherri Sheperd,14,2,Percent,23.0,8.6%,1.6%-45.5%,10.82,4.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jaleel White,14,2,Percent,22.0,8.2%,0.5%-16.5%,3.96,10.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Roshon Fegan,14,2,Percent,26.0,9.7%,1.1%-20.2%,7.73,6.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Melissa Gilbert,14,2,Percent,20.0,7.4%,0.6%-18.1%,4.92,9.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Martina Navratilova,14,2,Percent,17.0,6.3%,0.0%-8.9%,0.47,12.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Eliminated (Place 12),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Donald Driver,14,2,Percent,24.0,8.9%,0.7%-17.8%,5.41,8.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gavin DeGraw,14,2,Percent,21.0,7.8%,1.0%-21.2%,7.16,7.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gladys Knight,14,2,Percent,19.0,7.1%,0.3%-16.4%,3.09,11.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Katherine Jenkins,14,2,Percent,26.0,9.7%,1.4%-25.8%,9.79,5.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Maria Menounos,14,2,Percent,25.0,9.3%,1.9%-28.5%,12.18,3.0,4.661888482271024,0.0,2.074311123578809e-05,0.3985645771026611,0.1643168032169342,0.2481902241706848,0.1925155520439148,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
William Levy,14,3,Percent,28.0,10.0%,13.4%-61.4%,20.94,1.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jack Wagner,14,3,Percent,24.0,8.6%,1.5%-16.2%,10.16,4.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Eliminated (Place 11),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sherri Sheperd,14,3,Percent,24.0,8.6%,0.3%-23.9%,3.05,11.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jaleel White,14,3,Percent,25.0,8.9%,0.8%-17.1%,6.3,8.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Roshon Fegan,14,3,Percent,25.0,8.9%,0.5%-14.8%,4.41,10.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Melissa Gilbert,14,3,Percent,24.0,8.6%,1.1%-18.5%,7.87,6.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Donald Driver,14,3,Percent,26.0,9.3%,0.7%-16.7%,5.63,9.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gavin DeGraw,14,3,Percent,24.0,8.6%,1.3%-19.7%,8.8,5.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gladys Knight,14,3,Percent,24.0,8.6%,1.0%-17.8%,7.32,7.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Katherine Jenkins,14,3,Percent,29.0,10.4%,2.0%-27.1%,12.52,3.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Maria Menounos,14,3,Percent,27.0,9.6%,2.1%-26.2%,13.0,2.0,4.547614607949072,0.0012184673687443,5.075148874311708e-05,0.3180672526359558,0.0949401706457138,0.2950563430786133,0.1849411725997924,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
William Levy,14,4,Percent,22.0,9.4%,11.4%-65.5%,21.61,1.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Sherri Sheperd,14,4,Percent,21.0,9.0%,0.0%-14.1%,0.62,10.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Eliminated (Place 10),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jaleel White,14,4,Percent,22.0,9.4%,0.6%-18.5%,4.85,9.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Roshon Fegan,14,4,Percent,26.0,11.2%,1.1%-24.9%,7.98,7.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Melissa Gilbert,14,4,Percent,22.0,9.4%,1.3%-25.2%,9.03,6.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Donald Driver,14,4,Percent,27.0,11.6%,1.6%-28.3%,11.04,4.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gavin DeGraw,14,4,Percent,23.0,9.9%,2.0%-30.6%,12.74,3.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gladys Knight,14,4,Percent,20.0,8.6%,0.8%-20.0%,6.16,8.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Katherine Jenkins,14,4,Percent,24.0,10.3%,1.4%-26.5%,9.99,5.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Maria Menounos,14,4,Percent,26.0,11.2%,2.6%-43.3%,16.0,2.0,5.96655707892478,0.0,8.104035259748343e-06,0.6738054156303406,0.1348565816879272,0.2212436348199844,0.2061168551445007,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
William Levy,14,5,Percent,29.0,12.9%,20.4%-74.4%,32.82,1.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jaleel White,14,5,Percent,24.0,10.7%,0.6%-21.9%,5.26,7.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Roshon Fegan,14,5,Percent,26.0,11.6%,0.8%-21.0%,6.56,6.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Melissa Gilbert,14,5,Percent,21.0,9.4%,0.4%-20.8%,3.97,8.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Donald Driver,14,5,Percent,27.0,12.1%,1.3%-23.9%,9.78,4.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gavin DeGraw,14,5,Percent,19.0,8.5%,0.2%-13.8%,2.19,9.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Eliminated (Place 9),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gladys Knight,14,5,Percent,22.0,9.8%,1.1%-23.0%,8.37,5.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Katherine Jenkins,14,5,Percent,29.0,12.9%,2.1%-32.5%,14.14,3.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Maria Menounos,14,5,Percent,27.0,12.1%,2.7%-35.4%,16.91,2.0,4.089596065809019,0.0,0.0001969843870028,0.2612959146499634,0.1863701045513153,0.1869753748178482,0.2374119758605957,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
William Levy,14,6,Percent,36.0,14.0%,20.1%-67.5%,30.73,1.0,3.81392138474439,1.3760716683464125e-05,1.833667374739889e-05,0.3091602325439453,0.1528952121734619,0.141700729727745,0.1988813281059265,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jaleel White,14,6,Percent,36.9998,14.3%,2.2%-28.8%,14.57,3.0,3.81392138474439,1.3760716683464125e-05,1.833667374739889e-05,0.3091602325439453,0.1528952121734619,0.141700729727745,0.1988813281059265,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Roshon Fegan,14,6,Percent,27.9998,10.9%,0.2%-13.7%,2.07,8.0,3.81392138474439,1.3760716683464125e-05,1.833667374739889e-05,0.3091602325439453,0.1528952121734619,0.141700729727745,0.1988813281059265,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Melissa Gilbert,14,6,Percent,30.0,11.6%,1.7%-25.5%,11.9,4.0,3.81392138474439,1.3760716683464125e-05,1.833667374739889e-05,0.3091602325439453,0.1528952121734619,0.141700729727745,0.1988813281059265,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Donald Driver,14,6,Percent,33.9999,13.2%,0.9%-20.5%,7.54,6.0,3.81392138474439,1.3760716683464125e-05,1.833667374739889e-05,0.3091602325439453,0.1528952121734619,0.141700729727745,0.1988813281059265,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Gladys Knight,14,6,Percent,24.0,9.3%,0.5%-14.1%,4.6,7.0,3.81392138474439,1.3760716683464125e-05,1.833667374739889e-05,0.3091602325439453,0.1528952121734619,0.141700729727745,0.1988813281059265,Eliminated (Place 8),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Katherine Jenkins,14,6,Percent,38.9999,15.1%,2.8%-33.6%,17.96,2.0,3.81392138474439,1.3760716683464125e-05,1.833667374739889e-05,0.3091602325439453,0.1528952121734619,0.141700729727745,0.1988813281059265,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Maria Menounos,14,6,Percent,29.9999,11.6%,1.4%-25.3%,10.62,5.0,3.81392138474439,1.3760716683464125e-05,1.833667374739889e-05,0.3091602325439453,0.1528952121734619,0.141700729727745,0.1988813281059265,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
William Levy,14,7,Percent,26.5,14.4%,19.4%-61.7%,30.26,1.0,3.8597470041695487,0.0003449637151788,2.213938023487572e-05,0.3327681422233581,0.1209351569414138,0.1330870985984802,0.1912614107131958,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Jaleel White,14,7,Percent,25.5,13.9%,1.0%-15.0%,8.05,5.0,3.8597470041695487,0.0003449637151788,2.213938023487572e-05,0.3327681422233581,0.1209351569414138,0.1330870985984802,0.1912614107131958,Eliminated (Place 7),240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Roshon Fegan,14,7,Percent,26.0,14.2%,0.8%-19.5%,6.75,6.0,3.8597470041695487,0.0003449637151788,2.213938023487572e-05,0.3327681422233581,0.1209351569414138,0.1330870985984802,0.1912614107131958,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Melissa Gilbert,14,7,Percent,23.5,12.8%,0.5%-17.9%,4.71,7.0,3.8597470041695487,0.0003449637151788,2.213938023487572e-05,0.3327681422233581,0.1209351569414138,0.1330870985984802,0.1912614107131958,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Donald Driver,14,7,Percent,26.5,14.4%,1.5%-22.7%,11.05,4.0,3.8597470041695487,0.0003449637151788,2.213938023487572e-05,0.3327681422233581,0.1209351569414138,0.1330870985984802,0.1912614107131958,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Katherine Jenkins,14,7,Percent,27.0,14.7%,2.3%-28.7%,15.68,3.0,3.8597470041695487,0.0003449637151788,2.213938023487572e-05,0.3327681422233581,0.1209351569414138,0.1330870985984802,0.1912614107131958,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
Maria Menounos,14,7,Percent,28.5,15.5%,10.6%-44.8%,23.5,2.0,3.8597470041695487,0.0003449637151788,2.213938023487572e-05,0.3327681422233581,0.1209351569414138,0.1330870985984802,0.1912614107131958,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
William Levy,14,8,Percent,28.5,17.4%,29.7%-81.0%,42.1,1.0,3.350654543261044,0.0001167217924376,0.0,0.3140544295310974,0.1390137523412704,0.1121826842427253,0.1465158462524414,Safe,240.0,3.0,5.0,2,4,7.0,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03,,
