CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Bethany Mota,19,10,Percent,38.0,20.8%,0.0%-100.0%,21.554426193237305,2.0,0.004441388882696629,0.0,0.0,7.867813110351562e-06,0.007389201782643795,Safe
Sadie Robertson,19,10,Percent,37.0,20.3%,0.0%-100.0%,20.52081871032715,4.0,0.004441388882696629,0.0,0.0,7.867813110351562e-06,0.007389201782643795,Safe
Janel Parrish,19,11,Percent,38.9998,24.9%,0.0%-50.3%,24.446176528930664,3.0,0.007665986008942127,0.0,0.0,3.409385681152344e-05,0.012719820253551006,Eliminated (Place 3)
Alfonso Ribeiro,19,11,Percent,40.0,25.6%,24.4%-100.0%,31.483169555664062,1.0,0.007665986008942127,0.0,0.0,3.409385681152344e-05,0.012719820253551006,Safe
Bethany Mota,19,11,Percent,38.0,24.3%,0.0%-50.6%,17.246023178100586,4.0,0.007665986008942127,0.0,0.0,3.409385681152344e-05,0.012719820253551006,Eliminated (Place 4)
Sadie Robertson,19,11,Percent,39.333200000000005,25.2%,0.0%-50.2%,26.824623107910156,2.0,0.007665986008942127,0.0,0.0,3.409385681152344e-05,0.012719820253551006,Eliminated (Place 2)
Suzanne Somers,20,1,Percent,25.0,7.9%,0.0%-100.0%,8.049750328063965,6.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Willow Shields,20,1,Percent,25.0,7.9%,0.0%-100.0%,8.049750328063965,6.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Riker Lynch,20,1,Percent,31.0,9.7%,0.0%-100.0%,9.187677383422852,2.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Rumer Willis,20,1,Percent,32.0,10.1%,0.0%-100.0%,9.375199317932129,1.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Nastia Liukin,20,1,Percent,30.0,9.4%,0.0%-100.0%,8.995955467224121,3.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Michael Sam,20,1,Percent,26.0,8.2%,0.0%-100.0%,8.235909461975098,5.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Robert Herjavec,20,1,Percent,28.0,8.8%,0.0%-100.0%,8.618430137634277,4.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Charlotte McKinney,20,1,Percent,22.0,6.9%,0.0%-100.0%,7.4828782081604,7.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Noah Galloway,20,1,Percent,26.0,8.2%,0.0%-100.0%,8.235909461975098,5.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Redfoo,20,1,Percent,22.0,6.9%,0.0%-100.0%,7.4828782081604,7.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Patti LaBelle,20,1,Percent,25.0,7.9%,0.0%-100.0%,8.049750328063965,6.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Chris Soules,20,1,Percent,26.0,8.2%,0.0%-100.0%,8.235909461975098,5.0,0.0011402484029531478,0.0,0.0,4.291534423828125e-06,0.0018932614475488663,Safe
Suzanne Somers,20,2,Percent,28.0,8.1%,0.9%-91.9%,7.953546047210693,4.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Willow Shields,20,2,Percent,32.0,9.2%,0.0%-91.1%,10.233989715576172,2.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Riker Lynch,20,2,Percent,32.0,9.2%,0.0%-91.1%,10.233989715576172,2.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Rumer Willis,20,2,Percent,32.0,9.2%,0.0%-91.1%,10.233989715576172,2.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Nastia Liukin,20,2,Percent,34.0,9.8%,0.0%-91.1%,11.515342712402344,1.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Michael Sam,20,2,Percent,28.0,8.1%,0.9%-91.9%,7.953546047210693,4.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Robert Herjavec,20,2,Percent,28.0,8.1%,0.9%-91.9%,7.953546047210693,4.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Charlotte McKinney,20,2,Percent,26.0,7.5%,1.4%-92.5%,6.812439918518066,6.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Noah Galloway,20,2,Percent,27.0,7.8%,1.2%-92.2%,7.374476432800293,5.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Redfoo,20,2,Percent,31.0,8.9%,0.0%-7.7%,8.34505558013916,3.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Eliminated (Place 12)
Patti LaBelle,20,2,Percent,28.0,8.1%,0.9%-91.9%,7.953546047210693,4.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Chris Soules,20,2,Percent,21.0,6.1%,2.9%-93.9%,3.436528444290161,7.0,0.09233034245007729,0.0007304641767404974,3.869511601806153e-06,0.018191039562225342,0.026157382875680923,Safe
Suzanne Somers,20,3,Percent,25.0,8.0%,0.0%-100.0%,7.8897247314453125,7.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Willow Shields,20,3,Percent,32.0,10.2%,0.0%-100.0%,10.309112548828125,3.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Riker Lynch,20,3,Percent,34.0,10.9%,0.0%-100.0%,11.040003776550293,1.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Rumer Willis,20,3,Percent,33.0,10.5%,0.0%-100.0%,10.680005073547363,2.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Nastia Liukin,20,3,Percent,34.0,10.9%,0.0%-100.0%,11.040003776550293,1.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Michael Sam,20,3,Percent,24.0,7.7%,0.0%-100.0%,7.523306369781494,8.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Robert Herjavec,20,3,Percent,29.0,9.3%,0.0%-100.0%,9.280447006225586,5.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Charlotte McKinney,20,3,Percent,22.0,7.0%,0.0%-11.2%,6.824936866760254,9.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Eliminated (Place 11)
Noah Galloway,20,3,Percent,30.0,9.6%,0.0%-100.0%,9.655919075012207,4.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Patti LaBelle,20,3,Percent,22.0,7.0%,0.0%-100.0%,6.824936866760254,9.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Chris Soules,20,3,Percent,28.0,8.9%,0.0%-100.0%,8.931608200073242,6.0,0.006842227466404438,0.0,0.0,2.6285648345947266e-05,0.011359903030097485,Safe
Suzanne Somers,20,4,Percent,28.0,8.6%,0.6%-99.1%,9.10518741607666,8.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Willow Shields,20,4,Percent,39.0,12.0%,0.0%-98.5%,11.307049751281738,1.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Riker Lynch,20,4,Percent,34.0,10.5%,0.0%-98.5%,10.303269386291504,4.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Rumer Willis,20,4,Percent,35.0,10.8%,0.0%-98.5%,10.501296997070312,3.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Nastia Liukin,20,4,Percent,36.0,11.1%,0.0%-98.5%,10.702351570129395,2.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Michael Sam,20,4,Percent,30.0,9.2%,0.0%-10.8%,9.472868919372559,7.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Eliminated (Place 10)
Robert Herjavec,20,4,Percent,34.0,10.5%,0.0%-98.5%,10.303269386291504,4.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Noah Galloway,20,4,Percent,32.0,9.8%,0.0%-98.5%,9.899137496948242,5.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Patti LaBelle,20,4,Percent,30.0,9.2%,0.0%-98.5%,9.501402854919434,6.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Chris Soules,20,4,Percent,27.0,8.3%,0.9%-99.4%,8.904166221618652,9.0,0.004081888357177377,3.546480729710311e-05,0.0,7.766485214233398e-05,0.0019450648687779903,Safe
Suzanne Somers,20,5,Percent,28.0,9.9%,0.0%-12.3%,10.672833442687988,5.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Eliminated (Place 9)
Willow Shields,20,5,Percent,34.0,12.0%,0.0%-97.9%,11.420719146728516,3.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Safe
Riker Lynch,20,5,Percent,38.0,13.4%,0.0%-97.9%,11.902308464050293,2.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Safe
Rumer Willis,20,5,Percent,39.0,13.8%,0.0%-97.9%,12.022828102111816,1.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Safe
Nastia Liukin,20,5,Percent,38.0,13.4%,0.0%-97.9%,11.902308464050293,2.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Safe
Robert Herjavec,20,5,Percent,24.0,8.5%,1.4%-99.3%,10.226242065429688,7.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Safe
Noah Galloway,20,5,Percent,28.0,9.9%,0.0%-97.9%,10.694997787475586,4.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Safe
Patti LaBelle,20,5,Percent,27.0,9.5%,0.4%-98.2%,10.578880310058594,6.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Safe
Chris Soules,20,5,Percent,27.0,9.5%,0.4%-98.2%,10.578880310058594,6.0,0.004718731518369168,4.8248079110635445e-05,0.0,9.232759475708008e-05,0.001277595991268754,Safe
Willow Shields,20,6,Percent,36.5,12.9%,0.0%-99.8%,13.150625228881836,2.0,0.00120106467147707,3.0826529382466106e-06,0.0,7.748603820800781e-07,0.0015894626267254353,Safe
Riker Lynch,20,6,Percent,38.0,13.4%,0.0%-99.8%,14.020647048950195,1.0,0.00120106467147707,3.0826529382466106e-06,0.0,7.748603820800781e-07,0.0015894626267254353,Safe
Rumer Willis,20,6,Percent,35.5,12.5%,0.0%-99.8%,12.571404457092285,3.0,0.00120106467147707,3.0826529382466106e-06,0.0,7.748603820800781e-07,0.0015894626267254353,Safe
Nastia Liukin,20,6,Percent,36.5,12.9%,0.0%-99.8%,13.150625228881836,2.0,0.00120106467147707,3.0826529382466106e-06,0.0,7.748603820800781e-07,0.0015894626267254353,Safe
Robert Herjavec,20,6,Percent,33.5,11.8%,0.2%-100.0%,11.4165678024292,7.0,0.00120106467147707,3.0826529382466106e-06,0.0,7.748603820800781e-07,0.0015894626267254353,Safe
Noah Galloway,20,6,Percent,34.0,12.0%,0.0%-99.8%,11.704102516174316,6.0,0.00120106467147707,3.0826529382466106e-06,0.0,7.748603820800781e-07,0.0015894626267254353,Safe
Patti LaBelle,20,6,Percent,34.0,12.0%,0.0%-13.0%,11.70441722869873,5.0,0.00120106467147707,3.0826529382466106e-06,0.0,7.748603820800781e-07,0.0015894626267254353,Eliminated (Place 8)
Chris Soules,20,6,Percent,35.0,12.4%,0.0%-99.8%,12.281609535217285,4.0,0.00120106467147707,3.0826529382466106e-06,0.0,7.748603820800781e-07,0.0015894626267254353,Safe
Willow Shields,20,7,Percent,39.0,15.4%,0.0%-13.2%,6.2055134773254395,4.0,0.4633899563021259,0.0006805005832575262,3.708652366185561e-05,0.3146182894706726,0.1570957452058792,Eliminated (Place 7)
Riker Lynch,20,7,Percent,37.0,14.6%,0.8%-92.5%,19.615333557128906,2.0,0.4633899563021259,0.0006805005832575262,3.708652366185561e-05,0.3146182894706726,0.1570957452058792,Safe
Rumer Willis,20,7,Percent,37.0,14.6%,0.8%-92.5%,19.615333557128906,2.0,0.4633899563021259,0.0006805005832575262,3.708652366185561e-05,0.3146182894706726,0.1570957452058792,Safe
Nastia Liukin,20,7,Percent,41.0,16.1%,0.0%-91.7%,34.40536117553711,1.0,0.4633899563021259,0.0006805005832575262,3.708652366185561e-05,0.3146182894706726,0.1570957452058792,Safe
Robert Herjavec,20,7,Percent,31.0,12.2%,3.1%-94.9%,4.836223125457764,6.0,0.4633899563021259,0.0006805005832575262,3.708652366185561e-05,0.3146182894706726,0.1570957452058792,Safe
Noah Galloway,20,7,Percent,38.0,15.0%,0.4%-92.1%,10.484819412231445,3.0,0.4633899563021259,0.0006805005832575262,3.708652366185561e-05,0.3146182894706726,0.1570957452058792,Safe
Chris Soules,20,7,Percent,31.0,12.2%,3.1%-94.9%,4.837418556213379,5.0,0.4633899563021259,0.0006805005832575262,3.708652366185561e-05,0.3146182894706726,0.1570957452058792,Safe
Riker Lynch,20,8,Percent,39.0,18.4%,0.0%-99.8%,17.75762176513672,2.0,0.0010045912054920335,1.6631464632155257e-06,0.0,1.1324882507324219e-05,0.0014336910098791122,Safe
Rumer Willis,20,8,Percent,40.0,18.9%,0.0%-99.8%,18.049434661865234,1.0,0.0010045912054920335,1.6631464632155257e-06,0.0,1.1324882507324219e-05,0.0014336910098791122,Safe
Nastia Liukin,20,8,Percent,38.0,18.0%,0.0%-99.8%,17.467761993408203,3.0,0.0010045912054920335,1.6631464632155257e-06,0.0,1.1324882507324219e-05,0.0014336910098791122,Safe
Robert Herjavec,20,8,Percent,31.0,14.7%,0.0%-22.3%,15.433156967163086,6.0,0.0010045912054920335,1.6631464632155257e-06,0.0,1.1324882507324219e-05,0.0014336910098791122,Eliminated (Place 6)
Noah Galloway,20,8,Percent,31.5,14.9%,0.2%-100.0%,15.581830978393555,5.0,0.0010045912054920335,1.6631464632155257e-06,0.0,1.1324882507324219e-05,0.0014336910098791122,Safe
Chris Soules,20,8,Percent,32.0,15.1%,0.0%-21.9%,15.710188865661621,4.0,0.0010045912054920335,1.6631464632155257e-06,0.0,1.1324882507324219e-05,0.0014336910098791122,Eliminated (Place 5)
Riker Lynch,20,9,Percent,40.0,25.5%,0.0%-98.1%,26.71617889404297,1.0,0.08658593874424696,0.0009080818272195756,0.0,0.013224601745605469,0.0011913180351257324,Safe
Rumer Willis,20,9,Percent,39.0,24.8%,0.6%-98.7%,24.72435760498047,3.0,0.08658593874424696,0.0009080818272195756,0.0,0.013224601745605469,0.0011913180351257324,Safe
Nastia Liukin,20,9,Percent,40.0,25.5%,0.0%-24.5%,26.05912971496582,2.0,0.08658593874424696,0.0009080818272195756,0.0,0.013224601745605469,0.0011913180351257324,Eliminated (Place 4)
Noah Galloway,20,9,Percent,38.0,24.2%,1.3%-99.4%,22.500329971313477,4.0,0.08658593874424696,0.0009080818272195756,0.0,0.013224601745605469,0.0011913180351257324,Safe
Riker Lynch,20,10,Percent,40.0,34.5%,0.0%-50.0%,39.025909423828125,1.0,0.009999476806206076,3.026107435744052e-07,0.0,7.987022399902344e-06,0.016612134873867035,Eliminated (Place 2)
Rumer Willis,20,10,Percent,40.0,34.5%,32.2%-100.0%,38.94811248779297,2.0,0.009999476806206076,3.026107435744052e-07,0.0,7.987022399902344e-06,0.016612134873867035,Safe
Noah Galloway,20,10,Percent,36.0,31.0%,0.0%-51.7%,22.025976181030273,3.0,0.009999476806206076,3.026107435744052e-07,0.0,7.987022399902344e-06,0.016612134873867035,Eliminated (Place 3)
Gary Busey,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.841509819030762,7.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Alexa PenaVega,21,1,Percent,22.0,8.8%,0.0%-100.0%,8.889765739440918,3.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Carlos PenaVega,21,1,Percent,23.0,9.2%,0.0%-100.0%,9.294694900512695,2.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Victor Espinoza,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.841509819030762,7.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Alek Skarlatos,21,1,Percent,22.0,8.8%,0.0%-100.0%,8.889765739440918,3.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Chaka Khan,21,1,Percent,13.0,5.2%,0.0%-100.0%,4.9377312660217285,8.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Andy Grammer,21,1,Percent,21.0,8.4%,0.0%-100.0%,8.565614700317383,5.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Tamar Braxton,21,1,Percent,23.0,9.2%,0.0%-100.0%,9.294694900512695,2.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Withdrew
Nick Carter,21,1,Percent,24.0,9.6%,0.0%-100.0%,9.817689895629883,1.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Hayes Grier,21,1,Percent,21.0,8.4%,0.0%-100.0%,8.571736335754395,4.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Bindi Irwin,21,1,Percent,24.0,9.6%,0.0%-100.0%,9.817689895629883,1.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Kim Zolciak-Biermann,21,1,Percent,12.0,4.8%,0.0%-100.0%,4.39359188079834,9.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Withdrew
Paula Deen,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.844003200531006,6.0,0.01624601073563099,0.0,0.0,0.0004138350486755371,0.026386959478259087,Safe
Gary Busey,21,2,Percent,16.5,6.1%,0.7%-100.0%,7.248376846313477,9.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Alexa PenaVega,21,2,Percent,23.0,8.5%,0.0%-99.3%,7.91925573348999,3.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Carlos PenaVega,21,2,Percent,22.5,8.3%,0.0%-99.3%,7.8671746253967285,4.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Victor Espinoza,21,2,Percent,18.5,6.8%,0.0%-11.0%,7.452383041381836,8.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Eliminated (Place 12)
Alek Skarlatos,21,2,Percent,22.5,8.3%,0.0%-99.3%,7.8671746253967285,4.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Chaka Khan,21,2,Percent,15.0,5.5%,0.0%-12.2%,7.091653347015381,10.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Eliminated (Place 13)
Andy Grammer,21,2,Percent,22.0,8.1%,0.0%-99.3%,7.815517425537109,5.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Tamar Braxton,21,2,Percent,24.5,9.1%,0.0%-99.3%,8.073602676391602,1.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Withdrew
Nick Carter,21,2,Percent,22.5,8.3%,0.0%-99.3%,7.8671746253967285,4.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Hayes Grier,21,2,Percent,22.5,8.3%,0.0%-99.3%,7.8671746253967285,4.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Bindi Irwin,21,2,Percent,24.0,8.9%,0.0%-99.3%,8.022407531738281,2.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Kim Zolciak-Biermann,21,2,Percent,18.5,6.8%,0.0%-99.3%,7.453713417053223,7.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Withdrew
Paula Deen,21,2,Percent,18.5,6.8%,0.0%-99.3%,7.454394340515137,6.0,0.0007661523239221423,4.94422965857666e-06,0.0,1.7881393432617188e-06,0.0006147096864879131,Safe
Gary Busey,21,3,Percent,25.0,8.2%,0.0%-100.0%,7.222968101501465,7.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Alexa PenaVega,21,3,Percent,36.0,11.8%,0.0%-100.0%,12.806220054626465,1.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Carlos PenaVega,21,3,Percent,31.0,10.2%,0.0%-100.0%,10.255375862121582,4.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Alek Skarlatos,21,3,Percent,33.0,10.8%,0.0%-100.0%,11.428906440734863,2.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Andy Grammer,21,3,Percent,29.0,9.5%,0.0%-100.0%,9.21263599395752,6.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Tamar Braxton,21,3,Percent,33.0,10.8%,0.0%-100.0%,11.428906440734863,2.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Withdrew
Nick Carter,21,3,Percent,36.0,11.8%,0.0%-100.0%,12.806220054626465,1.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Hayes Grier,21,3,Percent,30.0,9.8%,0.0%-100.0%,9.65489387512207,5.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Bindi Irwin,21,3,Percent,32.0,10.5%,0.0%-100.0%,10.843231201171875,3.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Paula Deen,21,3,Percent,20.0,6.6%,0.0%-100.0%,4.34063720703125,8.0,0.016932764649391172,0.0,0.0,0.000667572021484375,0.027108654379844666,Safe
Gary Busey,21,4,Percent,16.0,6.8%,0.0%-14.2%,5.1118316650390625,8.0,0.016564707458019256,0.0,0.0,0.0003725290298461914,0.02698696404695511,Eliminated (Place 10)
Alexa PenaVega,21,4,Percent,21.0,8.9%,0.0%-100.0%,8.373443603515625,6.0,0.016564707458019256,0.0,0.0,0.0003725290298461914,0.02698696404695511,Safe
Carlos PenaVega,21,4,Percent,25.0,10.6%,0.0%-100.0%,10.73542594909668,3.0,0.016564707458019256,0.0,0.0,0.0003725290298461914,0.02698696404695511,Safe
Alek Skarlatos,21,4,Percent,24.0,10.2%,0.0%-100.0%,10.178169250488281,4.0,0.016564707458019256,0.0,0.0,0.0003725290298461914,0.02698696404695511,Safe
Andy Grammer,21,4,Percent,23.0,9.7%,0.0%-100.0%,9.641607284545898,5.0,0.016564707458019256,0.0,0.0,0.0003725290298461914,0.02698696404695511,Safe
