CelebrityName,Season,Week,RuleType,Possible_Audience_Vote_Range,Uncertainty_Range_Min,Uncertainty_Range_Max,Uncertainty_Range_Width,Uncertainty_Index
Corbin Bleu,17,4,Percent,19.5%-19.5%,19.5,19.5,0,0
Amber Riley,17,4,Percent,23.5%-23.6%,23.5,23.6,0.1,0.001
Bill Engvall,17,4,Percent,3.3%-3.3%,3.3,3.3,0,0
Christina Milian,17,4,Percent,8.0%-8.0%,8,8,0,0
"Nicole ""Snooki"" Polizzi",17,4,Percent,13.0%-13.1%,13,13.1,0.1,0.001
Jack Osbourne,17,4,Percent,6.8%-6.9%,6.8,6.9,0.1,0.001
Brant Daugherty,17,5,Percent,11.3%-11.3%,11.3,11.3,0,0
Elizabeth Berkley Lauren,17,5,Percent,6.8%-6.8%,6.8,6.8,0,0
Leah Remini,17,5,Percent,3.8%-3.8%,3.8,3.8,0,0
Corbin Bleu,17,5,Percent,20.2%-20.2%,20.2,20.2,0,0
Amber Riley,17,5,Percent,19.1%-19.1%,19.1,19.1,0,0
Bill Engvall,17,5,Percent,5.2%-5.2%,5.2,5.2,0,0
Christina Milian,17,5,Percent,9.4%-9.4%,9.4,9.4,0,0
"Nicole ""Snooki"" Polizzi",17,5,Percent,15.3%-15.3%,15.3,15.3,0,0
Jack Osbourne,17,5,Percent,9.0%-9.0%,9,9,0,0
Brant Daugherty,17,6,Percent,12.6%-12.6%,12.6,12.6,0,0
Elizabeth Berkley Lauren,17,6,Percent,10.4%-10.4%,10.4,10.4,0,0
Leah Remini,17,6,Percent,8.3%-8.3%,8.3,8.3,0,0
Corbin Bleu,17,6,Percent,16.0%-16.1%,16,16.1,0.1,0.001
Amber Riley,17,6,Percent,26.8%-26.9%,26.8,26.9,0.1,0.001
Bill Engvall,17,6,Percent,1.4%-1.5%,1.4,1.5,0.1,0.001
"Nicole ""Snooki"" Polizzi",17,6,Percent,19.0%-19.1%,19,19.1,0.1,0.001
Jack Osbourne,17,6,Percent,5.2%-5.2%,5.2,5.2,0,0
Brant Daugherty,17,7,Percent,13.8%-13.9%,13.8,13.9,0.1,0.001
Elizabeth Berkley Lauren,17,7,Percent,5.4%-5.4%,5.4,5.4,0,0
Leah Remini,17,7,Percent,9.2%-9.2%,9.2,9.2,0,0
Corbin Bleu,17,7,Percent,22.7%-22.8%,22.7,22.8,0.1,0.001
Amber Riley,17,7,Percent,27.3%-27.4%,27.3,27.4,0.1,0.001
Bill Engvall,17,7,Percent,3.1%-3.1%,3.1,3.1,0,0
"Nicole ""Snooki"" Polizzi",17,7,Percent,6.5%-6.5%,6.5,6.5,0,0
Jack Osbourne,17,7,Percent,11.8%-11.9%,11.8,11.9,0.1,0.001
Brant Daugherty,17,8,Percent,9.2%-9.2%,9.2,9.2,0,0
Elizabeth Berkley Lauren,17,8,Percent,6.7%-6.7%,6.7,6.7,0,0
Leah Remini,17,8,Percent,13.6%-13.6%,13.6,13.6,0,0
Corbin Bleu,17,8,Percent,25.6%-25.6%,25.6,25.6,0,0
Amber Riley,17,8,Percent,23.5%-23.6%,23.5,23.6,0.1,0.001
Bill Engvall,17,8,Percent,5.0%-5.0%,5,5,0,0
Jack Osbourne,17,8,Percent,16.3%-16.3%,16.3,16.3,0,0
Elizabeth Berkley Lauren,17,9,Percent,13.0%-13.0%,13,13,0,0
Leah Remini,17,9,Percent,17.0%-17.0%,17,17,0,0
Corbin Bleu,17,9,Percent,26.4%-26.4%,26.4,26.4,0,0
Amber Riley,17,9,Percent,23.4%-23.4%,23.4,23.4,0,0
Bill Engvall,17,9,Percent,7.7%-7.7%,7.7,7.7,0,0
Jack Osbourne,17,9,Percent,12.5%-12.5%,12.5,12.5,0,0
Leah Remini,17,10,Percent,12.1%-12.1%,12.1,12.1,0,0
Corbin Bleu,17,10,Percent,27.5%-27.6%,27.5,27.6,0.1,0.001
Amber Riley,17,10,Percent,34.8%-34.9%,34.8,34.9,0.1,0.001
Bill Engvall,17,10,Percent,8.7%-8.7%,8.7,8.7,0,0
Jack Osbourne,17,10,Percent,16.8%-16.8%,16.8,16.8,0,0
Corbin Bleu,17,11,Percent,31.2%-31.3%,31.2,31.3,0.1,0.001
Amber Riley,17,11,Percent,40.1%-40.2%,40.1,40.2,0.1,0.001
Bill Engvall,17,11,Percent,10.6%-10.6%,10.6,10.6,0,0
Jack Osbourne,17,11,Percent,17.9%-18.0%,17.9,18,0.1,0.001
Antonio Sabato Jr.,19,1,Percent,1.0%-1.0%,1,1,0,0
Jonathan Bennett,19,1,Percent,7.7%-7.7%,7.7,7.7,0,0
Lea Thompson,19,1,Percent,12.8%-12.8%,12.8,12.8,0,0
Janel Parrish,19,1,Percent,9.1%-9.1%,9.1,9.1,0,0
Alfonso Ribeiro,19,1,Percent,10.5%-10.5%,10.5,10.5,0,0
Lolo Jones,19,1,Percent,3.3%-3.3%,3.3,3.3,0,0
Randy Couture,19,1,Percent,5.0%-5.0%,5,5,0,0
Tommy Chong,19,1,Percent,6.9%-6.9%,6.9,6.9,0,0
Betsey Johnson,19,1,Percent,2.8%-2.8%,2.8,2.8,0,0
Michael Waltrip,19,1,Percent,2.2%-2.2%,2.2,2.2,0,0
Tavis Smiley,19,1,Percent,3.6%-3.6%,3.6,3.6,0,0
Bethany Mota,19,1,Percent,18.3%-18.4%,18.3,18.4,0.1,0.001
Sadie Robertson,19,1,Percent,16.8%-16.8%,16.8,16.8,0,0
Antonio Sabato Jr.,19,2,Percent,10.0%-10.1%,10,10.1,0.1,0.001
Jonathan Bennett,19,2,Percent,6.9%-7.0%,6.9,7,0.1,0.001
Lea Thompson,19,2,Percent,14.8%-14.9%,14.8,14.9,0.1,0.001
Janel Parrish,19,2,Percent,11.8%-11.8%,11.8,11.8,0,0
Alfonso Ribeiro,19,2,Percent,8.1%-8.2%,8.1,8.2,0.1,0.001
Randy Couture,19,2,Percent,2.5%-2.6%,2.5,2.6,0.1,0.001
Tommy Chong,19,2,Percent,5.3%-6.3%,5.3,6.3,1,0.01
Betsey Johnson,19,2,Percent,5.3%-6.3%,5.3,6.3,1,0.01
Michael Waltrip,19,2,Percent,0.7%-0.8%,0.7,0.8,0.1,0.001
Tavis Smiley,19,2,Percent,1.5%-1.5%,1.5,1.5,0,0
Bethany Mota,19,2,Percent,17.8%-17.9%,17.8,17.9,0.1,0.001
Sadie Robertson,19,2,Percent,13.9%-14.0%,13.9,14,0.1,0.001
Antonio Sabato Jr.,19,3,Percent,3.9%-4.0%,3.9,4,0.1,0.001
Jonathan Bennett,19,3,Percent,7.7%-7.8%,7.7,7.8,0.1,0.001
Lea Thompson,19,3,Percent,11.2%-11.3%,11.2,11.3,0.1,0.001
Janel Parrish,19,3,Percent,14.0%-14.1%,14,14.1,0.1,0.001
Alfonso Ribeiro,19,3,Percent,6.6%-6.7%,6.6,6.7,0.1,0.001
Randy Couture,19,3,Percent,0.4%-0.5%,0.4,0.5,0.1,0.001
Tommy Chong,19,3,Percent,9.8%-9.9%,9.8,9.9,0.1,0.001
Betsey Johnson,19,3,Percent,6.0%-6.1%,6,6.1,0.1,0.001
Michael Waltrip,19,3,Percent,2.8%-2.9%,2.8,2.9,0.1,0.001
Bethany Mota,19,3,Percent,21.5%-21.8%,21.5,21.8,0.3,0.003
Sadie Robertson,19,3,Percent,15.4%-15.6%,15.4,15.6,0.2,0.002
Antonio Sabato Jr.,19,4,Percent,7.6%-7.6%,7.6,7.6,0,0
Jonathan Bennett,19,4,Percent,2.3%-2.3%,2.3,2.3,0,0
Lea Thompson,19,4,Percent,15.4%-15.4%,15.4,15.4,0,0
Janel Parrish,19,4,Percent,12.0%-12.0%,12,12,0,0
Alfonso Ribeiro,19,4,Percent,10.3%-10.3%,10.3,10.3,0,0
Tommy Chong,19,4,Percent,5.6%-5.6%,5.6,5.6,0,0
Betsey Johnson,19,4,Percent,5.8%-5.8%,5.8,5.8,0,0
Michael Waltrip,19,4,Percent,2.7%-2.7%,2.7,2.7,0,0
Bethany Mota,19,4,Percent,18.7%-18.7%,18.7,18.7,0,0
Sadie Robertson,19,4,Percent,19.6%-19.7%,19.6,19.7,0.1,0.001
Antonio Sabato Jr.,19,5,Percent,8.4%-8.4%,8.4,8.4,0,0
Jonathan Bennett,19,5,Percent,4.2%-4.2%,4.2,4.2,0,0
Lea Thompson,19,5,Percent,15.6%-15.7%,15.6,15.7,0.1,0.001
Janel Parrish,19,5,Percent,12.6%-12.6%,12.6,12.6,0,0
Alfonso Ribeiro,19,5,Percent,10.0%-10.0%,10,10,0,0
Tommy Chong,19,5,Percent,5.9%-5.9%,5.9,5.9,0,0
Michael Waltrip,19,5,Percent,1.1%-1.1%,1.1,1.1,0,0
Bethany Mota,19,5,Percent,20.4%-20.4%,20.4,20.4,0,0
Sadie Robertson,19,5,Percent,21.7%-21.7%,21.7,21.7,0,0
Antonio Sabato Jr.,19,6,Percent,2.2%-2.3%,2.2,2.3,0.1,0.001
Jonathan Bennett,19,6,Percent,7.1%-7.1%,7.1,7.1,0,0
Lea Thompson,19,6,Percent,13.9%-13.9%,13.9,13.9,0,0
Janel Parrish,19,6,Percent,10.8%-10.9%,10.8,10.9,0.1,0.001
Alfonso Ribeiro,19,6,Percent,12.6%-12.6%,12.6,12.6,0,0
Tommy Chong,19,6,Percent,6.6%-6.6%,6.6,6.6,0,0
Michael Waltrip,19,6,Percent,4.8%-4.8%,4.8,4.8,0,0
Bethany Mota,19,6,Percent,22.7%-22.8%,22.7,22.8,0.1,0.001
Sadie Robertson,19,6,Percent,19.2%-19.2%,19.2,19.2,0,0
Antonio Sabato Jr.,19,7,Percent,4.1%-4.2%,4.1,4.2,0.1,0.001
Lea Thompson,19,7,Percent,18.5%-18.5%,18.5,18.5,0,0
Janel Parrish,19,7,Percent,13.0%-13.0%,13,13,0,0
Alfonso Ribeiro,19,7,Percent,10.0%-10.0%,10,10,0,0
Tommy Chong,19,7,Percent,7.8%-7.8%,7.8,7.8,0,0
Michael Waltrip,19,7,Percent,2.4%-2.4%,2.4,2.4,0,0
Bethany Mota,19,7,Percent,27.2%-27.2%,27.2,27.2,0,0
Sadie Robertson,19,7,Percent,17.0%-17.0%,17,17,0,0
Lea Thompson,19,8,Percent,11.8%-11.8%,11.8,11.8,0,0
Janel Parrish,19,8,Percent,17.4%-17.4%,17.4,17.4,0,0
Alfonso Ribeiro,19,8,Percent,13.2%-13.2%,13.2,13.2,0,0
Tommy Chong,19,8,Percent,7.2%-7.3%,7.2,7.3,0.1,0.001
Michael Waltrip,19,8,Percent,1.9%-1.9%,1.9,1.9,0,0
Bethany Mota,19,8,Percent,26.5%-26.5%,26.5,26.5,0,0
Sadie Robertson,19,8,Percent,21.9%-21.9%,21.9,21.9,0,0
Lea Thompson,19,9,Percent,11.7%-11.8%,11.7,11.8,0.1,0.001
Janel Parrish,19,9,Percent,17.6%-17.6%,17.6,17.6,0,0
Alfonso Ribeiro,19,9,Percent,13.6%-13.6%,13.6,13.6,0,0
Tommy Chong,19,9,Percent,6.4%-6.4%,6.4,6.4,0,0
Bethany Mota,19,9,Percent,27.6%-27.6%,27.6,27.6,0,0
Sadie Robertson,19,9,Percent,23.1%-23.1%,23.1,23.1,0,0
Janel Parrish,19,10,Percent,20.6%-20.6%,20.6,20.6,0,0
Alfonso Ribeiro,19,10,Percent,13.2%-13.3%,13.2,13.3,0.1,0.001
Tommy Chong,19,10,Percent,5.5%-5.6%,5.5,5.6,0.1,0.001
Bethany Mota,19,10,Percent,33.5%-33.5%,33.5,33.5,0,0
Sadie Robertson,19,10,Percent,27.1%-27.1%,27.1,27.1,0,0
Janel Parrish,19,11,Percent,18.6%-18.6%,18.6,18.6,0,0
Alfonso Ribeiro,19,11,Percent,23.7%-23.7%,23.7,23.7,0,0
Bethany Mota,19,11,Percent,26.5%-26.5%,26.5,26.5,0,0
Sadie Robertson,19,11,Percent,31.2%-31.2%,31.2,31.2,0,0
Jamie Anderson,26,1,Percent,4.0%-4.0%,4,4,0,0
Johnny Damon,26,1,Percent,3.2%-3.2%,3.2,3.2,0,0
Kareem Abdul-Jabbar,26,1,Percent,1.6%-1.6%,1.6,1.6,0,0
Arike Ogunbowale,26,1,Percent,6.2%-6.2%,6.2,6.2,0,0
Jennie Finch Daigle,26,1,Percent,9.1%-9.1%,9.1,9.1,0,0
Chris Mazdzer,26,1,Percent,7.3%-7.3%,7.3,7.3,0,0
Mirai Nagasu,26,1,Percent,14.1%-14.1%,14.1,14.1,0,0
Tonya Harding,26,1,Percent,24.3%-24.3%,24.3,24.3,0,0
Josh Norman,26,1,Percent,12.2%-12.2%,12.2,12.2,0,0
Adam Rippon,26,1,Percent,17.9%-17.9%,17.9,17.9,0,0
Kareem Abdul-Jabbar,26,2,Percent,2.6%-2.8%,2.6,2.8,0.2,0.002
Arike Ogunbowale,26,2,Percent,11.1%-11.2%,11.1,11.2,0.1,0.001
Jennie Finch Daigle,26,2,Percent,6.4%-6.5%,6.4,6.5,0.1,0.001
Chris Mazdzer,26,2,Percent,9.1%-9.2%,9.1,9.2,0.1,0.001
Mirai Nagasu,26,2,Percent,17.4%-17.5%,17.4,17.5,0.1,0.001
Tonya Harding,26,2,Percent,24.3%-24.6%,24.3,24.6,0.3,0.003
Josh Norman,26,2,Percent,7.7%-7.8%,7.7,7.8,0.1,0.001
Adam Rippon,26,2,Percent,20.7%-20.9%,20.7,20.9,0.2,0.002
Jennie Finch Daigle,26,3,Percent,4.0%-4.0%,4,4,0,0
Chris Mazdzer,26,3,Percent,8.1%-8.1%,8.1,8.1,0,0
Mirai Nagasu,26,3,Percent,14.4%-14.4%,14.4,14.4,0,0
Tonya Harding,26,3,Percent,30.4%-30.5%,30.4,30.5,0.1,0.001
Josh Norman,26,3,Percent,17.3%-17.3%,17.3,17.3,0,0
Adam Rippon,26,3,Percent,25.8%-25.8%,25.8,25.8,0,0
Tonya Harding,26,4,Percent,37.6%-37.9%,37.6,37.9,0.3,0.003
Josh Norman,26,4,Percent,15.3%-16.2%,15.3,16.2,0.9,0.009
Adam Rippon,26,4,Percent,46.2%-46.8%,46.2,46.8,0.6,0.006
Juan Pablo Di Pace,27,1,Percent,7.8%-7.8%,7.8,7.8,0,0
Evanna Lynch,27,1,Percent,4.3%-4.3%,4.3,4.3,0,0
Nancy McKeon,27,1,Percent,4.5%-4.5%,4.5,4.5,0,0
John Schneider,27,1,Percent,10.8%-10.8%,10.8,10.8,0,0
Milo Manheim,27,1,Percent,8.7%-8.7%,8.7,8.7,0,0
Danelle Umstead,27,1,Percent,2.7%-2.7%,2.7,2.7,0,0
Mary Lou Retton,27,1,Percent,5.3%-5.3%,5.3,5.3,0,0
DeMarcus Ware,27,1,Percent,11.1%-11.1%,11.1,11.1,0,0
Nikki Glaser,27,1,Percent,1.7%-1.7%,1.7,1.7,0,0
Bobby Bones,27,1,Percent,13.7%-13.8%,13.7,13.8,0.1,0.001
Tinashe,27,1,Percent,16.4%-16.5%,16.4,16.5,0.1,0.001
Alexis Ren,27,1,Percent,12.5%-12.5%,12.5,12.5,0,0
Joe Amabile,27,1,Percent,0.4%-0.4%,0.4,0.4,0,0
Juan Pablo Di Pace,27,2,Percent,9.1%-9.1%,9.1,9.1,0,0
Evanna Lynch,27,2,Percent,7.1%-7.2%,7.1,7.2,0.1,0.001
Nancy McKeon,27,2,Percent,2.7%-2.8%,2.7,2.8,0.1,0.001
John Schneider,27,2,Percent,13.0%-13.1%,13,13.1,0.1,0.001
Milo Manheim,27,2,Percent,11.8%-11.9%,11.8,11.9,0.1,0.001
Danelle Umstead,27,2,Percent,1.1%-1.2%,1.1,1.2,0.1,0.001
Mary Lou Retton,27,2,Percent,4.7%-4.7%,4.7,4.7,0,0
DeMarcus Ware,27,2,Percent,8.3%-8.3%,8.3,8.3,0,0
Bobby Bones,27,2,Percent,10.7%-10.7%,10.7,10.7,0,0
Tinashe,27,2,Percent,17.2%-17.3%,17.2,17.3,0.1,0.001
Alexis Ren,27,2,Percent,13.4%-13.4%,13.4,13.4,0,0
Joe Amabile,27,2,Percent,0.7%-0.7%,0.7,0.7,0,0
Juan Pablo Di Pace,27,3,Percent,10.1%-10.1%,10.1,10.1,0,0
Evanna Lynch,27,3,Percent,7.6%-7.6%,7.6,7.6,0,0
Nancy McKeon,27,3,Percent,1.8%-1.8%,1.8,1.8,0,0
John Schneider,27,3,Percent,11.1%-11.2%,11.1,11.2,0.1,0.001
Milo Manheim,27,3,Percent,11.7%-11.8%,11.7,11.8,0.1,0.001
Mary Lou Retton,27,3,Percent,3.8%-3.9%,3.8,3.9,0.1,0.001
DeMarcus Ware,27,3,Percent,8.7%-8.7%,8.7,8.7,0,0
Bobby Bones,27,3,Percent,14.2%-14.4%,14.2,14.4,0.2,0.002
Tinashe,27,3,Percent,17.3%-17.5%,17.3,17.5,0.2,0.002
Alexis Ren,27,3,Percent,12.9%-13.0%,12.9,13,0.1,0.001
Joe Amabile,27,3,Percent,0.3%-0.3%,0.3,0.3,0,0
Juan Pablo Di Pace,27,4,Percent,8.2%-8.2%,8.2,8.2,0,0
Evanna Lynch,27,4,Percent,9.2%-9.2%,9.2,9.2,0,0
John Schneider,27,4,Percent,12.1%-12.1%,12.1,12.1,0,0
Milo Manheim,27,4,Percent,12.4%-12.4%,12.4,12.4,0,0
Mary Lou Retton,27,4,Percent,8.3%-8.3%,8.3,8.3,0,0
DeMarcus Ware,27,4,Percent,9.0%-9.0%,9,9,0,0
Bobby Bones,27,4,Percent,11.3%-11.3%,11.3,11.3,0,0
Tinashe,27,4,Percent,12.9%-12.9%,12.9,12.9,0,0
Alexis Ren,27,4,Percent,11.5%-11.5%,11.5,11.5,0,0
Joe Amabile,27,4,Percent,5.1%-5.1%,5.1,5.1,0,0
Juan Pablo Di Pace,27,5,Percent,11.4%-11.4%,11.4,11.4,0,0
Evanna Lynch,27,5,Percent,7.2%-7.3%,7.2,7.3,0.1,0.001
John Schneider,27,5,Percent,17.8%-18.0%,17.8,18,0.2,0.002
Milo Manheim,27,5,Percent,13.5%-13.5%,13.5,13.5,0,0
Mary Lou Retton,27,5,Percent,4.7%-4.8%,4.7,4.8,0.1,0.001
DeMarcus Ware,27,5,Percent,10.2%-10.3%,10.2,10.3,0.1,0.001
Bobby Bones,27,5,Percent,15.3%-15.4%,15.3,15.4,0.1,0.001
Alexis Ren,27,5,Percent,19.1%-19.3%,19.1,19.3,0.2,0.002
Joe Amabile,27,5,Percent,0.3%-0.4%,0.3,0.4,0.1,0.001
Juan Pablo Di Pace,27,6,Percent,12.9%-13.0%,12.9,13,0.1,0.001
Evanna Lynch,27,6,Percent,10.3%-10.4%,10.3,10.4,0.1,0.001
John Schneider,27,6,Percent,12.2%-12.3%,12.2,12.3,0.1,0.001
Milo Manheim,27,6,Percent,19.0%-19.2%,19,19.2,0.2,0.002
Mary Lou Retton,27,6,Percent,2.1%-2.2%,2.1,2.2,0.1,0.001
DeMarcus Ware,27,6,Percent,8.5%-8.7%,8.5,8.7,0.2,0.002
Bobby Bones,27,6,Percent,16.2%-16.4%,16.2,16.4,0.2,0.002
Alexis Ren,27,6,Percent,17.5%-17.6%,17.5,17.6,0.1,0.001
Joe Amabile,27,6,Percent,0.9%-1.0%,0.9,1,0.1,0.001
Juan Pablo Di Pace,27,7,Percent,10.6%-10.6%,10.6,10.6,0,0
Evanna Lynch,27,7,Percent,12.7%-12.7%,12.7,12.7,0,0
John Schneider,27,7,Percent,16.7%-16.7%,16.7,16.7,0,0
Milo Manheim,27,7,Percent,14.8%-14.8%,14.8,14.8,0,0
DeMarcus Ware,27,7,Percent,9.6%-9.6%,9.6,9.6,0,0
Bobby Bones,27,7,Percent,16.4%-16.4%,16.4,16.4,0,0
Alexis Ren,27,7,Percent,14.0%-14.0%,14,14,0,0
Joe Amabile,27,7,Percent,5.2%-5.2%,5.2,5.2,0,0
Juan Pablo Di Pace,27,8,Percent,15.3%-15.4%,15.3,15.4,0.1,0.001
Evanna Lynch,27,8,Percent,13.2%-13.3%,13.2,13.3,0.1,0.001
Milo Manheim,27,8,Percent,18.9%-19.1%,18.9,19.1,0.2,0.002
Bobby Bones,27,8,Percent,22.9%-23.2%,22.9,23.2,0.3,0.003
Alexis Ren,27,8,Percent,27.3%-27.5%,27.3,27.5,0.2,0.002
Joe Amabile,27,8,Percent,1.8%-1.9%,1.8,1.9,0.1,0.001
Evanna Lynch,27,9,Percent,15.6%-15.7%,15.6,15.7,0.1,0.001
Milo Manheim,27,9,Percent,37.6%-37.6%,37.6,37.6,0,0
Bobby Bones,27,9,Percent,35.2%-35.2%,35.2,35.2,0,0
Alexis Ren,27,9,Percent,11.5%-11.6%,11.5,11.6,0.1,0.001
Sasha Pieterse,25,1,Percent,11.2%-11.3%,11.2,11.3,0.1,0.001
Frankie Muniz,25,1,Percent,7.4%-7.5%,7.4,7.5,0.1,0.001
Jordan Fisher,25,1,Percent,10.6%-10.7%,10.6,10.7,0.1,0.001
Derek Fisher,25,1,Percent,3.9%-3.9%,3.9,3.9,0,0
Nikki Bella,25,1,Percent,20.4%-20.6%,20.4,20.6,0.2,0.002
Terrell Owens,25,1,Percent,2.9%-3.0%,2.9,3,0.1,0.001
Victoria Arlen,25,1,Percent,5.5%-5.6%,5.5,5.6,0.1,0.001
Barbara Corcoran,25,1,Percent,0.4%-0.4%,0.4,0.4,0,0
Lindsey Stirling,25,1,Percent,12.5%-12.6%,12.5,12.6,0.1,0.001
Debbie Gibson,25,1,Percent,5.0%-5.1%,5,5.1,0.1,0.001
Nick Lachey,25,1,Percent,8.2%-8.3%,8.2,8.3,0.1,0.001
Drew Scott,25,1,Percent,1.6%-1.6%,1.6,1.6,0,0
Vanessa Lachey,25,1,Percent,9.9%-9.9%,9.9,9.9,0,0
Sasha Pieterse,25,2,Percent,13.4%-13.5%,13.4,13.5,0.1,0.001
Frankie Muniz,25,2,Percent,11.5%-11.8%,11.5,11.8,0.3,0.003
Jordan Fisher,25,2,Percent,10.0%-10.1%,10,10.1,0.1,0.001
Derek Fisher,25,2,Percent,1.8%-1.9%,1.8,1.9,0.1,0.001
Nikki Bella,25,2,Percent,17.3%-17.7%,17.3,17.7,0.4,0.004
Terrell Owens,25,2,Percent,4.5%-4.7%,4.5,4.7,0.2,0.002
Victoria Arlen,25,2,Percent,6.3%-6.4%,6.3,6.4,0.1,0.001
Barbara Corcoran,25,2,Percent,0.2%-0.2%,0.2,0.2,0,0
Lindsey Stirling,25,2,Percent,8.9%-9.1%,8.9,9.1,0.2,0.002
Debbie Gibson,25,2,Percent,5.7%-5.8%,5.7,5.8,0.1,0.001
Nick Lachey,25,2,Percent,5.4%-5.6%,5.4,5.6,0.2,0.002
Drew Scott,25,2,Percent,3.2%-3.3%,3.2,3.3,0.1,0.001
Vanessa Lachey,25,2,Percent,10.7%-10.8%,10.7,10.8,0.1,0.001
Sasha Pieterse,25,3,Percent,7.5%-7.6%,7.5,7.6,0.1,0.001
Frankie Muniz,25,3,Percent,5.0%-5.2%,5,5.2,0.2,0.002
Jordan Fisher,25,3,Percent,13.1%-13.3%,13.1,13.3,0.2,0.002
Derek Fisher,25,3,Percent,0.8%-0.9%,0.8,0.9,0.1,0.001
Nikki Bella,25,3,Percent,23.1%-23.6%,23.1,23.6,0.5,0.005
Terrell Owens,25,3,Percent,4.1%-4.2%,4.1,4.2,0.1,0.001
Victoria Arlen,25,3,Percent,2.4%-2.6%,2.4,2.6,0.2,0.002
Lindsey Stirling,25,3,Percent,17.8%-18.1%,17.8,18.1,0.3,0.003
Nick Lachey,25,3,Percent,8.7%-8.8%,8.7,8.8,0.1,0.001
Drew Scott,25,3,Percent,5.9%-6.1%,5.9,6.1,0.2,0.002
Vanessa Lachey,25,3,Percent,10.6%-10.7%,10.6,10.7,0.1,0.001
Sasha Pieterse,25,4,Percent,12.6%-13.1%,12.6,13.1,0.5,0.005
Frankie Muniz,25,4,Percent,7.4%-7.6%,7.4,7.6,0.2,0.002
Jordan Fisher,25,4,Percent,16.3%-16.7%,16.3,16.7,0.4,0.004
Derek Fisher,25,4,Percent,0.6%-0.7%,0.6,0.7,0.1,0.001
Nikki Bella,25,4,Percent,22.7%-23.3%,22.7,23.3,0.6,0.006
Terrell Owens,25,4,Percent,6.5%-6.7%,6.5,6.7,0.2,0.002
Victoria Arlen,25,4,Percent,9.4%-9.5%,9.4,9.5,0.1,0.001
Lindsey Stirling,25,4,Percent,11.3%-11.5%,11.3,11.5,0.2,0.002
Nick Lachey,25,4,Percent,3.8%-4.0%,3.8,4,0.2,0.002
Drew Scott,25,4,Percent,2.3%-2.5%,2.3,2.5,0.2,0.002
Vanessa Lachey,25,4,Percent,5.7%-5.9%,5.7,5.9,0.2,0.002
Sasha Pieterse,25,5,Percent,8.4%-8.4%,8.4,8.4,0,0
Frankie Muniz,25,5,Percent,13.4%-13.5%,13.4,13.5,0.1,0.001
Jordan Fisher,25,5,Percent,15.1%-15.1%,15.1,15.1,0,0
Nikki Bella,25,5,Percent,25.1%-25.2%,25.1,25.2,0.1,0.001
Terrell Owens,25,5,Percent,7.5%-7.5%,7.5,7.5,0,0
Victoria Arlen,25,5,Percent,6.5%-6.5%,6.5,6.5,0,0
Lindsey Stirling,25,5,Percent,11.7%-11.8%,11.7,11.8,0.1,0.001
Nick Lachey,25,5,Percent,4.1%-4.1%,4.1,4.1,0,0
Drew Scott,25,5,Percent,2.8%-2.8%,2.8,2.8,0,0
Vanessa Lachey,25,5,Percent,5.4%-5.4%,5.4,5.4,0,0
Frankie Muniz,25,6,Percent,7.6%-7.6%,7.6,7.6,0,0
Jordan Fisher,25,6,Percent,14.3%-14.3%,14.3,14.3,0,0
Nikki Bella,25,6,Percent,27.2%-27.3%,27.2,27.3,0.1,0.001
Terrell Owens,25,6,Percent,12.5%-12.6%,12.5,12.6,0.1,0.001
Victoria Arlen,25,6,Percent,3.5%-3.5%,3.5,3.5,0,0
Lindsey Stirling,25,6,Percent,16.9%-16.9%,16.9,16.9,0,0
Nick Lachey,25,6,Percent,5.0%-5.0%,5,5,0,0
Drew Scott,25,6,Percent,2.0%-2.0%,2,2,0,0
Vanessa Lachey,25,6,Percent,10.9%-10.9%,10.9,10.9,0,0
Frankie Muniz,25,7,Percent,16.7%-16.7%,16.7,16.7,0,0
Jordan Fisher,25,7,Percent,10.9%-10.9%,10.9,10.9,0,0
Nikki Bella,25,7,Percent,17.9%-17.9%,17.9,17.9,0,0
Terrell Owens,25,7,Percent,7.9%-7.9%,7.9,7.9,0,0
Victoria Arlen,25,7,Percent,13.1%-13.1%,13.1,13.1,0,0
Lindsey Stirling,25,7,Percent,9.6%-9.6%,9.6,9.6,0,0
Drew Scott,25,7,Percent,12.4%-12.4%,12.4,12.4,0,0
Vanessa Lachey,25,7,Percent,11.6%-11.6%,11.6,11.6,0,0
Frankie Muniz,25,8,Percent,19.1%-19.1%,19.1,19.1,0,0
Jordan Fisher,25,8,Percent,21.5%-21.5%,21.5,21.5,0,0
Terrell Owens,25,8,Percent,16.2%-16.2%,16.2,16.2,0,0
Victoria Arlen,25,8,Percent,11.2%-11.2%,11.2,11.2,0,0
Lindsey Stirling,25,8,Percent,22.3%-22.3%,22.3,22.3,0,0
Drew Scott,25,8,Percent,9.7%-9.7%,9.7,9.7,0,0
Frankie Muniz,25,9,Percent,21.1%-21.1%,21.1,21.1,0,0
Jordan Fisher,25,9,Percent,26.1%-26.1%,26.1,26.1,0,0
Victoria Arlen,25,9,Percent,13.4%-13.4%,13.4,13.4,0,0
Lindsey Stirling,25,9,Percent,30.4%-30.4%,30.4,30.4,0,0
Drew Scott,25,9,Percent,9.0%-9.1%,9,9.1,0.1,0.001
Frankie Muniz,25,10,Percent,28.6%-28.7%,28.6,28.7,0.1,0.001
Jordan Fisher,25,10,Percent,27.1%-27.1%,27.1,27.1,0,0
